'*', 7, 0, 4, 0, 2, 2, 1, 9
'GRAS_DATA_TITLE',   -1,'TOTAL FLUENCE'
'GRAS_DATA_TYPE',   -1,'STAT_DOUBLE'
'GRAS_MODULE_NAME',   -1,'fluence1'
'GRAS_MODULE_TYPE',   -1,'FLUENCE'
'Fluence','nb_particles',    1,'Scalar fluence'
'Error','nb_particles',    1,'Error on scalar fluence'
 3.9523e+16,  1.8039e+13
'End of Block'
'*', 33, 1, 25, 0, 6, 6, 400, 8
'GRAS HISTOGRAM 1D'
'GRAS_DATA_TITLE',   -1,'E- FLUENCE SPECTRUM'
'GRAS_DATA_TYPE',   -1,'HIST_1D'
'GRAS_MODULE_NAME',   -1,'fluence1'
'GRAS_MODULE_TYPE',   -1,'FLUENCE'
'HIST_ENTRIES',    1, 3.2477e+06, 'none'
'HIST_NAME',   -1,'fluence1_fluence_e-'
'HIST_SUM_ALL_BIN_VALUES',    1, 3.9489e+16, 'Y_AXIS_UNITS'
'HIST_TITLE',   -1,'fluence1 Particle: e- Fluence spectrum in MeV'
'OVERFLOW_ENTRIES',    1,  1610, 'none'
'OVERFLOW_ERROR',    1, 4.8789e+11, 'Y_AXIS_UNITS'
'OVERFLOW_MEAN',    1,   3.6367, 'Y_AXIS_UNITS'
'OVERFLOW_VALUE',    1, 1.9576e+13, 'Y_AXIS_UNITS'
'PARTICLE_TYPE',   -1,'e-'
'UNDERFLOW_ENTRIES',    1,    30, 'none'
'UNDERFLOW_ERROR',    1, 6.6599e+10, 'Y_AXIS_UNITS'
'UNDERFLOW_MEAN',    1,        0, 'Y_AXIS_UNITS'
'UNDERFLOW_VALUE',    1, 3.6478e+11, 'Y_AXIS_UNITS'
'XAXIS_LABEL',   -1,'ekin'
'X_AXIS_MAX',    1,        3, ' '
'X_AXIS_MIN',    1,        0, ' '
'X_AXIS_NBINS',    1,   400, ' '
'X_AXIS_SCALE',   -1,'lin'
'X_AXIS_UNITS',   -1,'MeV'
'YAXIS_LABEL',   -1,'fluence'
'Y_AXIS_UNITS',   -1,'nb_particles'
'lower','MeV',    1,'Bin lower edge'
'upper','MeV',    1,'Bin upper edge'
'mean','MeV',    1,'Bin mean'
'value','nb_particles',    1,'Bin value'
'error','nb_particles',    1,'Bin error'
'entries','',    1,'Bin entries'
          0,      0.0075,           0,           0,           0,           0
     0.0075,       0.015,           0,           0,           0,           0
      0.015,      0.0225,    0.019936,  1.2159e+10,  1.2159e+10,           1
     0.0225,        0.03,           0,           0,           0,           0
       0.03,      0.0375,           0,           0,           0,           0
     0.0375,       0.045,     0.04249,  1.5038e+15,  4.2762e+12,  1.2368e+05
      0.045,      0.0525,    0.048731,  2.1832e+15,  5.1522e+12,  1.7955e+05
     0.0525,        0.06,    0.056224,   2.107e+15,  5.0616e+12,  1.7328e+05
       0.06,      0.0675,    0.063705,  2.0099e+15,  4.9435e+12,  1.6529e+05
     0.0675,       0.075,    0.071226,  1.9293e+15,  4.8434e+12,  1.5867e+05
      0.075,      0.0825,    0.078721,  1.8354e+15,  4.7241e+12,  1.5094e+05
     0.0825,        0.09,    0.086229,  1.7454e+15,  4.6068e+12,  1.4354e+05
       0.09,      0.0975,    0.093711,  1.6687e+15,  4.5045e+12,  1.3724e+05
     0.0975,       0.105,     0.10122,  1.5808e+15,  4.3842e+12,  1.3001e+05
      0.105,      0.1125,     0.10871,  1.5095e+15,  4.2842e+12,  1.2414e+05
     0.1125,        0.12,     0.11622,  1.4364e+15,  4.1792e+12,  1.1813e+05
       0.12,      0.1275,     0.12372,  1.3649e+15,  4.0738e+12,  1.1225e+05
     0.1275,       0.135,     0.13122,  1.2905e+15,  3.9612e+12,  1.0613e+05
      0.135,      0.1425,     0.13873,  1.2243e+15,  3.8583e+12,  1.0068e+05
     0.1425,        0.15,     0.14622,  1.1502e+15,  3.7398e+12,       94596
       0.15,      0.1575,     0.15371,  1.0804e+15,  3.6244e+12,       88852
     0.1575,       0.165,     0.16121,  1.0124e+15,  3.5086e+12,       83264
      0.165,      0.1725,     0.16869,  9.3897e+14,  3.3789e+12,       77222
     0.1725,        0.18,      0.1762,  8.6307e+14,  3.2395e+12,       70980
       0.18,      0.1875,     0.18369,  7.9195e+14,  3.1031e+12,       65131
     0.1875,       0.195,      0.1912,  7.2022e+14,  2.9593e+12,       59232
      0.195,      0.2025,     0.19867,  6.5749e+14,  2.8275e+12,       54073
     0.2025,        0.21,     0.20622,  6.0964e+14,  2.7227e+12,       50138
       0.21,      0.2175,     0.21373,  5.7194e+14,  2.6371e+12,       47037
     0.2175,       0.225,     0.22122,  5.3847e+14,  2.5588e+12,       44285
      0.225,      0.2325,     0.22869,  5.0305e+14,  2.4732e+12,       41372
     0.2325,        0.24,     0.23619,  4.6659e+14,  2.3819e+12,       38373
       0.24,      0.2475,     0.24369,  4.3195e+14,  2.2918e+12,       35524
     0.2475,       0.255,     0.25122,  4.0028e+14,  2.2062e+12,       32920
      0.255,      0.2625,      0.2587,  3.6472e+14,  2.1059e+12,       29995
     0.2625,        0.27,     0.26618,  3.3067e+14,  2.0052e+12,       27195
       0.27,      0.2775,     0.27366,   2.955e+14,  1.8955e+12,       24302
     0.2775,       0.285,     0.28119,  2.5669e+14,  1.7667e+12,       21111
      0.285,      0.2925,     0.28865,  2.2853e+14,   1.667e+12,       18795
     0.2925,         0.3,     0.29612,  1.9248e+14,  1.5299e+12,       15830
        0.3,      0.3075,     0.30373,  1.6949e+14,  1.4356e+12,       13939
     0.3075,       0.315,     0.31126,  1.6323e+14,  1.4088e+12,       13424
      0.315,      0.3225,     0.31875,  1.5509e+14,  1.3732e+12,       12755
     0.3225,        0.33,     0.32624,   1.447e+14,  1.3264e+12,       11900
       0.33,      0.3375,     0.33373,  1.3899e+14,     1.3e+12,       11431
     0.3375,       0.345,     0.34119,  1.2822e+14,  1.2486e+12,       10545
